Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat
1914,COD,68.00465,28.16335,39.35295,-60.68974,-26.89938,-36.65471,0.68364,0.21191,0.11428,0.1294,0.55146,0.73556,45.17365,-41.41461,0.33661,0.47214
1915,COD,68.72984,28.05587,39.18136,-60.66514,-26.90367,-36.59103,0.6844,0.21282,0.11983,0.1294,0.40152,0.65545,45.32235666666666,-41.38661333333334,0.3390166666666667,0.3954566666666666
1916,COD,68.22634,27.89815,39.25908,-60.60515,-26.90559,-36.57608,0.68479,0.21086,0.12744,0.1294,0.14001,0.51872,45.127856666666666,-41.36227333333333,0.34103,0.26271
1917,COD,68.62994,27.74063,39.23044,-60.57324,-26.90694,-36.54531,0.68471,0.20906,0.1347,0.1294,-0.8055,0.08099,45.200336666666665,-41.34183,0.3428233333333333,-0.19837
1918,COD,69.6802,27.59852,39.15429,-60.58355,-26.90898,-36.49585,0.68423,0.20749,0.14222,0.1294,-0.40114,0.26344,45.47767,-41.329460000000005,0.3446466666666667,-0.0027666666666666
1919,COD,69.24472,27.47648,39.3593,-60.55362,-26.91286,-36.57454,0.68339,0.20612,0.15061,0.1294,-0.64171,0.15312,45.360166666666665,-41.347006666666665,0.3467066666666666,-0.11973
1920,COD,69.96471,27.30418,39.38039,-60.45196,-26.9171,-36.56027,0.67712,0.20494,0.15625,0.1294,-0.16101,0.38807,45.54976,-41.30977666666667,0.3461033333333334,0.11882
1921,COD,71.16986,27.14891,39.53694,-60.40844,-26.9218,-36.58983,0.74802,0.20291,0.18226,0.1294,-0.17152,0.37413,45.95190333333333,-41.30669,0.37773,0.11067
1922,COD,72.23294,27.07657,39.83213,-60.39823,-26.92691,-36.65784,0.85634,0.19963,0.23546,0.1294,0.02716,0.48139,46.38054666666667,-41.32766,0.4304766666666667,0.21265
1923,COD,72.372,27.04335,39.98267,-60.37715,-26.93219,-36.63315,0.98742,0.19571,0.29544,0.1294,-0.09002,0.42649,46.466006666666665,-41.31416333333333,0.4928566666666666,0.1552899999999999
1924,COD,73.11982,27.0263,40.04888,-60.38822,-26.93746,-36.65964,1.13298,0.19131,0.35397,0.1294,0.45138,0.6941,46.73166666666666,-41.32844,0.5594200000000001,0.42496
1925,COD,73.23551,27.00046,40.20408,-60.39245,-26.94298,-36.64014,1.28795,0.18674,0.41671,0.1294,0.4157,0.67977,46.81335000000001,-41.32519,0.6304666666666666,0.40829
1926,COD,72.64361,26.96733,40.27089,-60.36681,-26.94886,-36.66385,1.44873,0.18215,0.47659,0.1294,0.24496,0.58253,46.62727666666667,-41.32650666666667,0.7024900000000001,0.3189633333333333
1927,COD,72.7743,26.94462,40.20959,-60.35972,-26.95426,-36.62389,1.61309,0.17758,0.53503,0.1294,0.1968,0.56697,46.64283666666666,-41.312623333333335,0.7752333333333333,0.2977233333333333
1928,COD,72.60155,26.93015,40.24185,-60.3456,-26.9587,-36.69489,1.7798,0.17309,0.59189,0.1294,0.20894,0.5679,46.59118333333333,-41.333063333333335,0.8482600000000001,0.3020799999999999
1929,COD,73.66889,26.92237,40.31932,-60.38622,-26.96214,-36.58867,1.93556,0.16872,0.65523,0.1294,0.34337,0.62599,46.97019333333333,-41.31234333333333,0.9198366666666667,0.3662533333333333
1930,COD,76.2378,26.90102,40.81796,-60.28628,-26.96537,-36.6071,2.09367,0.16448,0.71204,0.1294,1.01201,0.95849,47.98559333333333,-41.28625,0.9900633333333334,0.6999666666666666
1931,COD,78.18599,26.86566,41.59993,-60.25405,-26.96872,-36.73532,2.2608,0.16037,0.76898,0.1294,0.46412,0.69346,48.88386,-41.319363333333335,1.0633833333333331,0.4289933333333333
1932,COD,80.22431,26.84346,41.79489,-60.29177,-26.97102,-36.68027,2.4326,0.1564,0.82962,0.1294,0.75766,0.84874,49.62088666666667,-41.31435333333334,1.13954,0.5786
1933,COD,81.02482,26.84184,42.09148,-60.33399,-26.97165,-36.77734,2.60805,0.15256,0.88818,0.1294,0.39008,0.6553,49.986046666666674,-41.36099333333333,1.2162633333333333,0.3915933333333333
1934,COD,80.53647,26.94137,42.33667,-60.33805,-26.97106,-36.83606,2.78642,0.15195,0.94683,0.1294,-0.10402,0.4154,49.93816999999999,-41.38172333333333,1.2950666666666666,0.1469266666666666
1935,COD,83.10308,27.109,42.62724,-60.46812,-26.97064,-36.94878,2.96698,0.15322,1.00515,0.1294,0.04645,0.48073,50.94644,-41.46251333333333,1.3751166666666668,0.2188599999999999
1936,COD,81.72659,27.15781,42.95512,-60.49079,-26.97045,-36.98603,3.14971,0.15346,1.06706,0.1294,0.18633,0.55961,50.61317333333333,-41.48242333333334,1.456743333333333,0.29178
1937,COD,81.40116,27.30053,43.15898,-60.52111,-26.96992,-36.99614,3.3345,0.15392,1.12524,0.1294,-0.24835,0.34752,50.620223333333335,-41.49572333333333,1.5378866666666664,0.07619
1938,COD,82.37359,27.64172,43.42574,-60.60821,-26.96913,-37.10615,3.52061,0.1545,1.17795,0.1294,-0.85119,0.05482,51.147016666666666,-41.56116333333333,1.6176866666666667,-0.2223233333333333
1939,COD,82.70461,28.23849,43.96457,-60.69219,-26.96817,-37.17309,3.66164,0.15527,1.23982,0.1294,-0.20905,0.37498,51.63589,-41.61115,1.6855766666666667,0.0984433333333333
1940,COD,95.3733,28.80737,46.08433,-60.50253,-26.96747,-37.34161,3.80524,0.15625,1.2942,0.1294,0.76378,0.85851,56.755,-41.60387,1.7518966666666664,0.5838966666666666
1941,COD,104.7949,29.20052,48.99422,-60.60224,-26.96715,-37.96543,3.99121,0.15742,1.34316,0.1294,0.13485,0.55298,60.99654666666667,-41.84494,1.8305966666666664,0.27241
1942,COD,111.83846,29.65514,50.3691,-60.87432,-26.96688,-37.98183,4.19967,0.15878,1.42189,0.1294,0.62305,0.80681,63.95423333333333,-41.94101,1.92678,0.5197533333333334
1943,COD,113.88935,30.09447,51.23424,-61.10799,-26.96661,-37.81633,4.4248,0.16033,1.50709,0.1294,1.02752,1.00174,65.07268666666666,-41.96364333333333,2.03074,0.7195533333333334
1944,COD,116.84809,30.61741,52.86277,-61.43371,-26.97351,-38.439,4.66058,0.17037,1.58238,0.1294,1.75382,1.34255,66.77609,-42.28207333333333,2.137776666666667,1.0752566666666663
1945,COD,118.66497,31.20628,53.80938,-61.77501,-26.99309,-38.57859,4.90724,0.19018,1.66411,0.1294,0.74504,0.85309,67.89354333333334,-42.44889666666666,2.253843333333333,0.5758433333333334
1946,COD,118.0236,31.70327,54.86449,-62.04718,-27.02131,-38.80085,5.16245,0.21078,1.74536,0.1294,1.04607,0.99929,68.19712,-42.62311333333333,2.372863333333333,0.72492
1947,COD,122.10636,32.27382,56.06083,-62.51357,-27.05348,-39.15455,5.41763,0.2321,1.82502,0.1294,0.58788,0.77908,70.14700333333333,-42.9072,2.4915833333333333,0.4987866666666666
1948,COD,122.9019,32.99264,56.96062,-62.93309,-27.0862,-39.23575,5.63463,0.25414,1.91069,0.1294,1.40576,1.16641,70.95172000000001,-43.085013333333336,2.59982,0.9005233333333332
1949,COD,123.77579,33.89451,58.04495,-63.36084,-27.12011,-39.94521,5.87984,0.27693,1.96841,0.1294,1.4836,1.2132,71.90508333333334,-43.47538666666667,2.708393333333333,0.9420666666666668
1950,COD,130.98561,34.74988,60.02041,-63.58312,-27.165,-39.74439,6.13914,0.30047,2.09766,0.1294,1.44006,1.19251,75.25196666666666,-43.49750333333333,2.8457566666666665,0.9206566666666666
1951,COD,135.47076,35.46484,62.25981,-63.95885,-27.21964,-40.16755,6.42239,0.32478,2.19719,0.1294,1.00187,0.97521,77.73180333333335,-43.78201333333333,2.981453333333333,0.70216
1952,COD,141.48466,36.22604,64.30394,-64.44877,-27.27989,-40.85557,6.66852,0.34987,2.28724,0.1294,1.35873,1.14608,80.67154666666666,-44.19474333333333,3.101876666666667,0.87807
1953,COD,147.31842,37.12083,66.2231,-64.98586,-27.34995,-41.16885,6.93536,0.37574,2.39432,0.1294,1.38119,1.15941,83.55411666666667,-44.50155333333333,3.23514,0.89
1954,COD,152.7757,38.18198,68.41286,-65.53738,-27.43515,-41.4126,7.23543,0.40379,2.5089,0.1294,1.62405,1.26339,86.45684666666666,-44.79504333333333,3.382706666666667,1.0056133333333337
1955,COD,158.27024,39.19891,70.98092,-66.10439,-27.54066,-41.88532,7.5321,0.434,2.62289,0.1294,1.06696,0.99361,89.48335666666667,-45.17679,3.529663333333333,0.7299899999999999
1956,COD,162.55023,40.08247,73.3986,-66.62559,-27.66039,-42.37313,7.96305,0.4651,2.71812,0.1294,2.08025,1.50377,92.01043333333332,-45.55303666666666,3.7154233333333337,1.2378066666666667
1957,COD,170.24856,41.01095,76.56364,-67.30532,-27.78852,-43.48345,8.45839,0.49715,2.77389,0.1294,1.66026,1.30884,95.94105,-46.19243,3.90981,1.0328333333333333
1958,COD,177.2209,42.06719,78.87143,-68.03092,-27.93131,-44.42914,8.84402,0.53017,2.84794,0.1294,1.88686,1.40886,99.38650666666668,-46.79712333333333,4.074043333333333,1.1417066666666666
1959,COD,180.73595,43.32642,81.65752,-68.67992,-28.09522,-44.83116,9.23648,0.56416,2.99415,0.1294,1.75759,1.35203,101.90663,-47.2021,4.26493,1.0796733333333333
1960,COD,215.79209,44.57194,89.64447,-69.94881,-28.28607,-45.37258,9.65717,0.5991,3.13656,0.1294,1.77484,1.29539,116.6695,-47.86915333333334,4.464276666666667,1.0665433333333334
1961,COD,166.62709,45.73401,88.66521,-71.99568,-28.49973,-46.06682,10.08216,0.63498,3.32092,0.1294,0.28841,0.59249,100.34210333333334,-48.85407666666666,4.679353333333334,0.3367666666666666
1962,COD,143.0067,46.95962,79.91398,-73.42499,-28.72624,-46.8225,10.39117,0.65935,3.37247,0.1294,0.36668,0.63818,89.9601,-49.65791,4.807663333333333,0.3780866666666666
1963,COD,121.30523,48.35002,77.72893,-74.18761,-28.97114,-47.37529,10.73629,0.66771,3.34859,0.1294,0.23543,0.5715,82.46139333333333,-50.17801333333333,4.91753,0.31211
1964,COD,109.24419,49.97572,75.85829,-74.78247,-29.24416,-47.34682,11.05945,0.67789,3.36514,0.1294,-0.25616,0.33778,78.3594,-50.45781666666667,5.03416,0.07034
1965,COD,101.52676,51.57025,75.25789,-75.27262,-29.55066,-47.59932,11.38018,0.68801,3.3874,0.1294,0.3384,0.62516,76.1183,-50.80753333333334,5.151863333333333,0.36432
1966,COD,97.24176,53.05637,75.59254,-75.64535,-29.87678,-48.05543,11.70291,0.70275,3.43135,0.1294,0.41927,0.66728,75.29689,-51.19252,5.279003333333333,0.4053166666666666
1967,COD,95.76153,54.58313,75.10198,-75.93384,-30.21469,-47.7144,12.06874,0.71843,3.51924,0.1294,0.33518,0.62677,75.14887999999999,-51.287643333333335,5.43547,0.3637833333333333
1968,COD,94.13551,56.28444,75.6331,-76.16303,-30.56759,-47.93036,12.42396,0.73761,3.59265,0.1294,-0.17985,0.37115,75.35101666666667,-51.55366,5.58474,0.1069
1969,COD,92.60568,58.20814,76.9571,-76.38744,-30.93502,-48.86518,12.7635,0.7568,3.60862,0.1294,-0.34511,0.29057,75.92364,-52.06254666666667,5.70964,0.0249533333333333
1970,COD,93.02248,60.12929,76.88397,-76.61242,-31.3212,-48.88093,13.09302,0.77652,3.6838,0.1294,-0.17779,0.37523,76.67858,-52.27151666666666,5.851113333333333,0.1089466666666666
1971,COD,92.07568,61.8778,76.70369,-76.82638,-31.72621,-48.52907,13.36316,0.79656,3.77527,0.1294,0.7203,0.81287,76.88572333333333,-52.360553333333336,5.97833,0.5541900000000001
1972,COD,91.16228,63.65482,77.60003,-77.00723,-32.15407,-49.19212,13.6596,0.75724,3.79091,0.1294,0.71505,0.80856,77.47237666666666,-52.78447333333335,6.069249999999999,0.5510033333333333
1973,COD,90.15933,65.48351,78.21582,-77.11196,-32.60856,-49.72708,13.84925,0.80696,3.81016,0.1294,1.11784,1.01198,77.95288666666666,-53.1492,6.155456666666667,0.7530733333333334
1974,COD,85.8588,67.60057,78.2612,-77.31566,-33.11179,-49.36948,14.07929,0.74222,3.90334,0.1294,0.9727,0.93285,77.24019,-53.26564333333334,6.241616666666666,0.6783166666666668
1975,COD,86.91762,69.78179,78.68937,-77.36103,-33.6485,-49.73462,14.38994,0.78054,3.93774,0.1294,-0.02232,0.46078,78.46292666666666,-53.58138333333333,6.369406666666666,0.1892866666666667
1976,COD,85.70612,71.80741,79.99998,-77.49949,-34.22387,-50.19618,14.81236,0.86133,4.03404,0.1294,-0.33888,0.29398,79.17117,-53.97317999999999,6.5692433333333335,0.0281666666666666
1977,COD,84.03421,73.76061,81.10765,-77.62731,-34.83853,-51.15456,15.24458,0.91534,4.0957,0.1294,0.09607,0.50458,79.63415666666667,-54.54013333333333,6.751873333333333,0.24335
1978,COD,82.11413,75.9759,81.20221,-77.77585,-35.50281,-51.35806,15.79765,0.9135,4.24368,0.1294,-0.04146,0.43892,79.76407999999999,-54.878906666666666,6.984943333333334,0.17562
1979,COD,83.77291,78.38213,82.38781,-77.77751,-36.18002,-51.86449,16.34136,1.01174,4.42773,0.1294,0.06716,0.49659,81.51428333333332,-55.27400666666667,7.260276666666667,0.2310499999999999
1980,COD,84.73058,80.75451,83.82273,-77.72819,-36.89187,-52.26793,16.97388,0.98889,4.5993,0.1294,-0.3653,0.27858,83.10260666666667,-55.62933,7.520690000000001,0.0142266666666666
1981,COD,83.08392,83.06287,84.65516,-77.83476,-37.64089,-52.65972,17.4776,0.98866,4.74013,0.1294,-0.14484,0.37941,83.60065,-56.04512333333333,7.735463333333333,0.1213233333333333
1982,COD,82.34579,85.44491,85.69431,-77.88917,-38.41742,-53.01944,18.03778,0.99603,4.89983,0.1294,-0.13494,0.39102,84.49500333333333,-56.44201,7.977880000000002,0.1284933333333333
1983,COD,83.47532,87.90285,87.09647,-77.89842,-39.20693,-54.05493,18.60344,1.04296,4.64108,0.1294,0.59136,0.75116,86.15821333333334,-57.05342666666667,8.095826666666666,0.4906399999999999
1984,COD,83.73207,90.42235,88.15298,-77.96258,-40.02996,-53.87745,19.13275,1.05457,4.43985,0.1294,0.28999,0.59629,87.43579999999999,-57.28999666666667,8.209056666666667,0.33856
1985,COD,85.31687,92.96209,89.72775,-78.0073,-40.88868,-54.15837,19.65312,1.03252,4.49142,0.1294,-0.321,0.29751,89.33557,-57.684783333333336,8.392353333333334,0.0353033333333333
1986,COD,81.48796,95.47496,90.87368,-78.11233,-41.79133,-54.72631,20.09489,1.09915,4.55011,0.1294,0.0332,0.47064,89.27886666666666,-58.209990000000005,8.581383333333333,0.21108
1987,COD,79.56592,97.97051,92.32626,-78.19402,-42.74103,-56.23733,20.50176,1.05131,4.50306,0.1294,0.28501,0.59269,89.95423,-59.05745999999999,8.685376666666668,0.3356999999999999
1988,COD,78.57009,100.44251,93.08629,-78.22705,-43.74492,-56.16741,21.0159,1.08583,4.67777,0.1294,-0.12054,0.40609,90.69963,-59.37979333333333,8.926499999999999,0.1383166666666666
1989,COD,78.52722,103.06517,93.99311,-78.19391,-44.79873,-55.94998,21.63536,1.14621,4.93304,0.1294,-0.02417,0.45246,91.86183333333334,-59.64753999999999,9.238203333333333,0.1858966666666666
1990,COD,78.39744,105.78295,99.8431,-78.24123,-45.90302,-57.20933,22.40262,1.24391,5.08835,0.1294,0.46093,0.68538,94.67449666666666,-60.45119333333333,9.578293333333333,0.4252366666666667
1991,COD,78.21789,108.5661,97.88018,-78.28529,-47.03878,-57.32217,23.38742,1.35474,5.46618,0.1294,0.59503,0.74608,94.88805666666669,-60.88208,10.069446666666666,0.49017
